cd4,cd8b,cd3,cd8
296,208,130,245
227,184,113,127
88,134,159,86
228,193,146,262
132,123,51,551
351,470,367,682
308,410,329,710
443,412,369,660
230,238,136,95
278,224,141,168
85,388,254,590
142,19,54,171
151,130,106,243
162,133,94,526
301,281,208,303
113,20,392,196
300,203,141,206
347,172,187,281
252,138,160,169
253,135,155,208
227,197,138,245
136,104,104,307
221,204,123,145
154,442,293,622
380,32,298,125
267,236,158,304
387,107,239,164
332,248,213,250
310,297,258,312
182,195,129,164
306,60,297,108
395,313,251,366
241,160,110,243
265,209,46,126
269,176,77,203
84,62,123,142
312,125,186,102
219,251,139,353
280,254,210,236
434,272,277,286
245,180,135,185
299,207,131,308
267,158,118,37
141,115,48,428
253,140,154,203
161,330,46,600
284,212,149,222
420,321,227,327
244,204,287,562
263,195,168,194
407,264,190,678
212,98,154,180
348,205,85,10
376,81,220,16
293,112,259,272
331,269,251,299
340,287,219,273
272,131,84,147
201,120,229,97
89,261,267,570
141,428,375,659
122,400,356,587
89,17,99,354
129,126,381,125
457,354,412,283
234,91,238,104
288,203,139,211
377,360,277,363
97,293,241,536
177,198,139,100
326,291,199,254
304,135,131,242
126,102,106,148
425,406,384,715
207,194,124,164
321,381,304,671
453,359,366,375
98,153,89,557
334,278,228,297
248,184,121,155
291,183,168,133
255,201,156,96
244,244,198,89
357,31,332,167
283,411,348,711
138,120,462,486
217,154,215,81
353,226,191,256
61,303,201,649
354,401,478,493
93,176,214,460
290,233,116,267
261,246,169,239
166,123,169,83
122,211,38,196
140,33,71,120
526,458,514,720
203,149,24,63
247,139,120,3
410,332,258,356
250,159,76,140
272,113,8,38
89,101,427,68
238,147,107,207
260,164,148,229
229,128,77,179
298,248,152,212
203,159,150,211
247,202,158,254
214,420,423,607
157,96,74,197
272,170,149,135
164,65,307,411
488,324,376,386
485,265,385,521
282,128,107,229
433,422,356,588
161,88,61,451
343,221,204,113
398,276,263,306
264,160,70,132
295,271,119,285
282,191,187,247
238,120,136,220
242,163,75,117
243,208,202,244
111,32,54,609
146,65,270,518
118,46,32,202
156,55,43,319
318,49,313,41
398,379,315,348
339,25,373,130
265,162,116,203
452,368,287,397
231,245,165,269
266,98,91,86
290,202,160,185
308,328,226,558
364,65,287,198
144,13,439,174
81,86,29,295
217,182,124,126
128,434,350,715
134,396,280,730
480,255,311,174
316,115,260,52
406,482,371,703
399,70,312,136
239,136,157,197
510,372,426,358
339,301,277,268
253,173,152,110
251,235,160,152
148,298,402,697
268,31,254,74
284,211,136,171
152,400,326,640
256,99,162,37
160,395,265,650
269,375,302,670
209,70,1,248
112,311,204,584
291,222,28,150
277,111,137,89
306,203,49,142
240,178,192,228
325,8,305,187
174,138,145,79
245,172,155,219
201,54,91,292
435,81,421,125
172,137,126,205
367,95,356,202
529,451,447,679
284,186,262,298
273,235,139,286
254,193,90,57
233,149,168,147
466,282,417,276
228,200,45,252
193,212,169,114
263,187,119,19
183,218,129,229
297,258,227,226
125,69,99,520
239,224,183,242
333,491,362,741
203,289,294,555
478,21,405,17
131,512,340,713
302,180,380,168
303,137,248,191
294,264,174,241
288,202,127,215
469,325,396,336
160,80,32,377
175,109,43,555
421,330,251,342
450,527,448,744
308,245,247,218
149,452,356,722
463,312,271,316
190,212,120,166
152,135,53,253
214,188,125,190
295,129,136,96
287,46,331,43
271,260,255,701
148,107,230,625
347,36,316,134
377,18,233,84
368,250,271,405
249,162,112,89
421,373,332,385
130,388,296,663
399,446,331,727
247,86,108,144
361,447,303,719
337,222,305,206
119,92,451,375
344,30,183,187
186,97,271,664
86,89,298,458
291,246,103,243
276,179,61,63
247,215,52,133
477,407,406,524
164,184,500,219
218,175,89,224
339,210,310,342
228,128,150,129
183,155,2,525
392,159,302,169
111,83,74,297
336,321,275,277
223,226,149,143
168,111,69,373
384,103,227,248
323,239,206,281
124,304,241,528
158,61,137,655
246,243,113,239
304,227,208,243
217,427,258,664
279,140,14,24
367,274,246,319
243,156,129,209
276,81,133,100
108,100,67,383
113,442,381,651
179,122,14,635
225,169,124,120
90,71,481,48
343,316,241,273
153,167,317,530
226,213,111,315
398,212,392,244
282,220,155,259
268,198,17,233
169,93,49,45
140,259,47,651
257,225,156,298
359,536,407,765
324,196,160,213
176,193,111,220
205,160,154,15
256,151,130,116
256,156,336,124
324,14,88,82
161,486,464,653
79,75,31,478
347,459,322,685
279,167,143,119
371,320,181,295
409,350,291,364
231,209,61,198
108,52,125,437
260,78,78,28
465,390,321,349
243,156,118,241
154,149,49,188
386,302,313,298
89,62,31,161
492,424,424,390
340,464,318,675
614,331,573,334
114,378,328,531
158,172,149,244
227,166,150,123
245,206,178,203
321,306,159,409
229,89,117,44
209,144,33,215
240,182,101,204
223,129,113,99
198,149,168,90
246,161,42,90
311,219,227,235
232,101,213,157
377,321,276,366
303,284,235,273
274,391,254,669
545,360,475,541
73,413,347,679
377,237,193,202
119,51,414,135
297,225,182,211
229,180,127,62
427,162,402,223
195,108,109,153
299,240,74,122
291,146,160,245
450,475,400,614
201,126,182,141
253,86,122,72
248,220,161,298
318,190,72,268
238,170,81,178
254,456,388,686
293,100,215,117
179,129,16,490
116,60,252,308
148,163,25,400
130,69,39,252
241,218,99,239
343,435,274,624
267,21,186,201
285,213,214,179
88,302,172,585
327,18,236,46
338,313,219,280
269,216,153,234
237,216,116,234
245,175,119,127
461,304,345,276
194,177,112,146
274,185,170,188
308,248,604,548
89,54,88,390
207,220,183,253
269,225,227,321
445,173,331,164
303,166,238,218
363,300,233,316
278,542,421,750
233,193,123,272
343,271,162,280
262,246,203,293
309,422,373,722
411,29,324,204
298,146,136,229
196,98,353,169
145,404,409,627
289,216,169,214
307,169,128,190
411,394,319,606
97,123,84,176
267,249,165,261
457,488,415,699
256,203,166,242
346,77,326,137
184,45,79,210
334,229,172,259
148,209,99,188
409,94,422,208
194,119,114,198
331,228,174,240
422,467,367,749
206,292,283,602
282,71,219,92
263,221,137,188
243,183,221,228
171,137,155,682
384,51,273,62
253,185,145,134
231,130,76,156
198,155,156,220
281,139,197,274
464,262,498,276
387,274,169,237
78,4,204,587
330,255,80,349
317,188,94,103
245,199,137,107
253,219,79,227
88,37,81,190
481,273,385,302
265,209,134,234
139,79,188,621
156,332,279,655
300,269,149,240
247,172,220,171
342,482,360,705
310,272,237,267
93,40,44,278
79,88,8,238
143,106,117,143
287,282,229,298
163,111,8,204
275,238,110,213
417,336,244,330
378,319,246,328
170,110,27,532
127,522,420,680
293,142,312,140
312,173,149,121
254,150,159,228
492,331,246,277
290,558,524,732
273,176,21,132
236,224,149,195
253,182,177,222
148,273,274,599
212,156,142,204
226,176,78,233
247,179,190,133
301,95,280,147
357,481,407,717
303,106,271,183
146,76,252,298
327,296,216,213
270,190,175,208
320,280,162,202
432,6,400,159
90,371,271,532
181,194,17,73
265,236,207,332
279,223,183,134
466,365,398,457
429,330,366,317
303,157,135,105
121,14,114,313
478,486,487,749
163,108,119,307
399,279,368,406
291,227,104,242
241,184,156,140
321,135,158,159
199,99,137,42
268,212,113,199
348,469,471,692
242,142,96,177
100,111,69,503
293,144,203,158
338,200,517,205
413,442,374,639
261,169,178,262
19,435,369,644
399,328,273,333
227,32,303,132
220,188,148,171
216,163,67,209
318,208,180,253
259,223,145,249
239,175,42,192
316,269,208,277
503,549,479,740
160,244,140,611
448,436,516,616
426,354,278,419
257,189,112,231
362,80,316,238
298,182,21,200
441,89,390,115
235,209,164,216
259,444,383,706
94,37,418,153
436,365,294,427
109,238,272,632
392,309,256,309
472,391,347,535
158,129,53,633
260,204,151,174
360,293,293,370
458,231,386,236
233,234,183,217
360,441,311,671
301,187,61,182
209,149,82,143
198,140,153,233
295,186,150,218
58,159,56,594
134,57,227,651
232,80,120,238
229,153,117,176
479,242,326,243
209,174,138,242
233,121,140,227
258,214,131,207
326,134,134,199
342,289,169,220
212,201,159,202
249,216,173,185
296,364,305,670
225,203,79,226
284,183,172,277
299,213,171,253
323,302,219,320
306,75,179,124
283,173,159,238
227,117,110,153
317,350,188,670
59,514,402,692
293,421,298,656
356,267,244,276
345,240,241,650
310,178,174,220
169,153,44,439
122,92,168,632
223,209,56,224
293,238,213,504
383,400,296,643
345,310,288,454
331,297,238,422
139,125,62,221
238,131,192,161
119,121,154,112
273,73,310,99
248,4,253,113
181,335,389,640
195,156,132,133
84,86,72,442
375,81,416,208
270,169,96,90
244,463,367,627
240,155,150,173
269,75,128,231
240,170,94,223
251,247,202,260
137,412,366,755
304,216,149,231
222,153,180,202
356,238,73,253
352,268,321,228
265,243,198,256
234,208,169,212
174,90,55,394
318,369,349,606
355,49,240,136
181,85,134,415
192,192,100,160
426,249,332,240
219,174,115,192
192,181,90,137
241,88,138,239
387,57,318,105
446,65,375,60
403,158,332,143
293,264,239,247
324,33,251,108
125,408,249,699
92,297,197,671
198,214,107,218
78,88,474,43
257,221,81,182
366,270,186,261
389,378,271,586
268,207,198,260
381,129,259,213
222,55,115,211
278,204,43,42
124,8,3,495
239,207,94,168
248,241,114,273
103,13,34,595
348,281,237,313
325,239,126,240
325,234,270,272
223,136,88,209
98,89,327,233
234,202,131,139
179,63,28,158
417,531,411,772
218,186,160,231
228,238,222,453
421,32,310,237
446,351,368,314
404,334,281,363
398,514,371,760
298,237,193,168
254,250,171,321
216,167,97,253
415,371,292,341
265,161,150,172
311,276,213,348
275,216,131,257
321,283,192,284
269,97,295,17
360,295,230,258
405,323,229,337
146,117,244,526
287,251,75,240
292,185,72,333
399,505,406,714
221,115,141,80
165,136,99,155
429,104,337,133
322,266,133,174
253,376,233,636
363,58,351,225
374,339,222,533
352,100,261,240
138,684,249,108
478,291,406,258
88,125,107,276
428,382,306,396
270,172,127,178
364,421,378,731
452,301,384,660
513,317,420,337
261,92,83,136
202,199,66,225
277,214,282,392
307,216,90,107
514,307,379,290
186,92,37,338
293,123,116,142
220,234,112,397
135,507,445,672
235,101,123,213
329,311,225,318
177,202,129,331
288,231,188,257
189,214,117,187
279,229,158,254
399,277,226,314
258,100,94,83
159,121,103,630
171,100,83,163
119,474,313,661
87,335,254,577
128,84,56,537
242,177,111,156
231,131,119,164
291,181,81,41
279,245,148,519
315,225,23,202
348,259,231,234
343,241,149,243
431,127,436,170
299,229,6,23
243,214,84,164
222,104,158,128
401,82,300,96
130,46,162,239
320,264,180,264
403,22,327,204
262,156,188,167
327,190,66,153
275,253,145,189
274,143,124,215
256,210,96,144
406,309,295,234
319,253,158,232
356,311,205,351
201,126,148,174
242,205,204,298
278,397,342,648
159,158,90,145
380,236,194,136
271,205,182,230
290,157,175,239
274,209,103,223
254,183,173,156
132,105,112,479
431,354,300,394
322,232,195,247
325,186,136,232
417,195,382,257
110,23,19,168
209,190,139,149
181,192,180,229
478,477,481,650
301,208,219,241
275,158,161,64
427,354,282,409
124,57,165,375
292,152,70,241
255,21,122,187
291,235,232,222
217,204,158,278
439,83,360,191
80,418,270,651
385,64,269,151
179,38,330,459
86,34,30,449
323,303,237,336
209,144,62,65
466,322,353,682
237,151,117,156
276,86,254,272
420,473,367,679
207,146,482,51
259,75,234,192
247,116,143,168
249,208,164,77
303,167,42,251
154,100,98,155
529,345,472,402
336,183,29,261
389,521,430,685
277,241,184,63
253,117,86,72
40,449,285,664
418,557,438,691
282,184,174,210
364,325,271,385
422,373,271,424
144,183,190,157
170,179,162,247
312,181,107,156
280,207,125,241
160,151,26,473
303,242,41,435
224,65,100,123
429,125,392,68
139,399,190,644
126,142,55,521
296,154,217,178
206,187,96,217
93,181,317,704
318,255,199,291
390,314,266,338
223,136,78,60
149,344,152,604
114,153,45,161
210,172,75,205
271,216,149,244
356,304,266,275
124,394,251,610
241,188,85,194
385,314,254,301
480,23,443,113
68,69,2,505
346,46,319,129
370,247,203,230
258,381,330,284
264,235,238,236
162,47,38,428
313,145,214,99
209,110,95,197
152,143,3,507
397,108,267,43
119,266,87,548
451,374,311,297
209,211,124,221
298,193,191,357
270,180,134,185
342,427,488,611
129,81,274,599
278,191,153,233
217,68,104,189
223,67,89,178
347,183,90,136
206,213,152,288
272,224,123,196
235,196,181,251
329,215,164,164
460,269,281,270
454,284,328,328
206,140,95,272
405,402,414,665
545,460,502,664
210,183,145,264
438,447,379,718
482,415,345,338
272,193,79,165
250,117,113,207
377,191,383,203
333,303,260,312
231,290,153,612
228,127,98,170
381,18,310,137
253,210,162,224
135,115,517,450
346,280,239,210
80,72,193,564
354,289,235,278
314,259,213,309
235,147,129,24
212,148,121,144
552,465,451,375
441,371,362,368
377,282,179,259
173,125,103,174
119,19,94,182
359,292,238,294
427,61,329,214
446,508,393,692
275,210,185,164
171,135,45,110
84,69,57,313
259,137,3,115
390,34,193,216
349,36,251,27
260,134,220,191
260,142,183,204
217,113,157,167
131,388,261,613
242,93,109,167
172,152,133,143
330,321,326,491
287,202,139,157
373,259,251,298
456,240,457,66
250,182,126,105
172,88,51,512
63,326,223,608
99,411,266,631
255,233,121,226
204,176,143,131
293,206,165,176
342,272,246,269
227,206,132,312
337,265,452,152
260,154,146,139
324,120,338,30
428,464,350,664
217,205,126,60
243,192,62,169
237,132,149,166
270,155,70,104
334,233,168,246
252,176,64,214
131,8,211,576
388,88,255,264
306,197,140,124
108,155,49,524
285,208,184,234
386,110,319,27
305,271,206,203
279,127,154,221
339,283,187,298
201,157,218,185
287,379,253,715
301,202,117,262
421,221,371,101
248,151,44,152
239,175,155,155
281,111,219,547
191,204,87,82
403,21,343,94
414,28,350,239
299,251,212,281
256,231,178,233
286,115,277,178
149,389,216,677
326,154,198,230
253,220,53,241
303,118,284,61
337,202,198,146
407,211,361,177
259,202,132,184
153,95,53,448
178,144,60,461
250,171,157,245
349,294,229,402
244,144,128,144
111,101,37,257
131,2,362,393
281,219,204,222
276,202,161,225
249,212,165,224
270,135,91,213
310,208,170,158
282,212,109,224
271,182,129,147
279,203,102,211
266,295,158,268
264,139,17,100
291,472,418,774
124,356,231,601
107,91,41,263
81,114,5,339
124,318,195,622
366,536,416,716
443,324,390,326
386,280,237,277
366,285,249,201
197,103,65,124
396,49,324,213
385,172,253,175
314,149,255,143
440,71,398,140
182,110,85,539
185,357,209,593
417,330,274,339
400,309,300,321
366,188,194,232
250,195,122,219
163,329,323,623
157,133,52,137
281,165,112,217
247,180,50,181
280,287,242,253
399,301,325,307
273,169,95,175
322,317,226,294
348,130,287,210
129,73,19,431
177,373,301,639
423,358,230,313
295,94,106,191
202,91,10,138
307,105,33,131
125,390,370,598
274,245,205,331
140,157,188,437
373,101,388,105
471,419,354,398
307,229,131,316
268,190,168,163
218,207,127,177
93,77,21,410
265,149,111,78
294,73,264,191
469,207,327,225
218,103,106,165
186,121,109,158
284,422,263,707
205,182,207,214
281,188,154,180
292,269,219,301
239,100,94,182
284,202,159,239
250,171,127,201
238,178,111,188
571,412,465,650
142,146,162,97
373,323,290,726
228,168,92,51
234,108,114,194
103,296,189,555
329,480,407,744
516,440,438,641
248,161,153,33
235,170,105,183
310,160,107,226
163,68,66,244
324,266,200,335
130,161,121,171
268,193,10,151
367,159,96,126
225,201,119,201
52,85,419,101
247,186,112,185
204,182,151,75
294,172,128,208
310,176,139,152
451,444,414,665
198,448,367,657
367,316,194,301
163,120,86,368
287,236,175,260
242,162,107,131
137,111,262,237
153,126,104,383
144,89,340,231
322,332,250,403
296,265,218,279
255,308,187,223
285,475,353,673
280,192,44,138
223,152,136,272
187,115,125,640
195,236,152,360
484,372,376,427
286,192,3,7
236,220,147,152
214,97,133,143
271,189,143,128
481,49,438,195
407,447,546,655
226,177,127,234
223,208,154,129
235,144,124,121
252,237,237,532
238,219,169,231
248,212,118,161
337,284,264,273
240,90,98,66
254,170,159,289
244,244,25,197
260,144,91,178
226,105,121,40
272,195,141,158
104,59,48,199
205,126,318,238
298,175,113,229
228,192,127,262
285,252,226,136
212,193,122,225
304,192,137,298
222,169,146,273
48,58,314,410
263,214,108,225
327,240,230,326
377,96,263,66
415,332,248,310
570,347,502,314
399,113,283,191
345,114,276,156
244,230,139,227
326,242,195,248
273,200,58,275
324,223,342,450
280,171,95,173
144,135,79,228
131,65,70,414
533,350,529,284
353,98,288,138
137,59,77,31
162,156,82,186
283,388,262,736
299,249,199,103
304,185,125,177
239,248,119,234
85,407,268,624
144,156,128,276
439,153,263,148
240,116,150,147
163,159,132,19
447,86,276,195
249,299,156,539
300,213,90,151
168,419,285,611
447,503,415,742
256,166,227,229
269,195,157,181
189,227,97,222
300,2,165,101
238,213,183,232
371,261,174,215
136,147,211,498
278,202,146,222
239,168,119,50
124,101,161,225
288,364,223,581
230,198,159,407
178,82,26,470
242,183,145,103
248,188,153,222
250,145,44,168
276,125,116,245
301,110,307,83
282,226,146,249
334,53,238,125
137,393,348,634
261,196,141,243
248,127,74,198
418,337,281,392
404,332,277,346
263,140,81,165
236,219,108,243
314,446,264,625
466,586,465,762
200,182,142,64
221,101,69,195
315,251,221,331
203,182,194,230
201,167,133,199
255,174,89,185
389,437,320,710
421,301,566,398
281,219,134,199
217,203,117,329
235,183,196,131
336,257,164,565
385,270,228,251
163,45,18,73
105,395,236,626
213,216,115,40
253,248,224,325
85,132,59,166
78,294,101,607
218,167,27,226
124,406,240,644
330,287,242,272
283,233,181,174
342,269,218,320
356,86,231,169
110,42,439,704
92,429,451,701
326,204,301,298
305,254,241,283
135,3,6,419
312,436,317,688
290,412,255,739
403,341,276,359
153,228,200,699
450,410,355,410
241,191,144,320
162,140,99,160
442,394,398,506
54,11,350,493
172,84,1,309
266,255,206,298
324,164,105,210
201,132,116,47
172,90,34,204
325,214,288,197
252,194,181,172
430,380,425,526
211,165,96,166
280,279,199,305
239,171,116,100
354,354,266,307
52,71,442,56
375,244,297,313
406,442,356,732
350,269,206,256
75,118,126,170
259,250,192,285
269,224,165,294
199,177,125,141
140,149,71,245
321,355,309,705
156,84,20,337
370,329,254,277
127,141,106,459
326,251,204,279
357,290,239,290
261,154,122,204
293,186,167,177
187,100,11,579
417,157,422,115
432,96,420,173
294,248,319,311
247,214,216,150
426,382,289,344
226,183,127,212
309,247,179,244
163,474,379,675
345,300,195,253
456,73,404,181
250,146,193,188
87,116,29,390
308,300,237,406
347,230,124,132
174,33,106,500
332,178,111,145
329,138,249,66
484,342,459,348
460,173,423,134
101,342,292,679
129,147,306,682
572,410,433,611
232,82,301,57
63,51,45,228
242,161,177,183
278,6,214,39
216,177,169,106
257,176,6,185
246,214,57,335
240,165,113,187
177,277,236,661
444,110,363,203
279,129,156,193
330,254,221,197
247,216,176,87
232,211,103,221
184,221,169,315
238,121,164,181
283,240,99,271
382,290,232,292
361,336,311,329
248,214,209,332
154,334,241,626
215,174,86,181
357,284,207,278
152,83,97,382
171,138,61,257
256,199,111,127
142,59,136,626
173,92,45,154
140,379,263,622
227,185,86,219
171,341,140,608
373,384,357,568
274,169,166,204
303,111,191,231
205,89,7,141
280,158,86,135
260,156,77,199
262,165,72,167
463,424,355,370
182,503,381,663
279,173,216,21
244,172,148,143
194,388,382,676
454,511,372,719
329,283,164,302
356,441,335,618
395,286,262,298
327,112,288,189
284,195,74,336
270,230,93,224
255,42,189,218
403,15,320,168
543,344,466,336
129,100,399,97
337,263,173,298
376,274,269,282
242,188,146,144
152,161,136,227
341,25,304,197
204,172,145,234
352,271,205,415
135,130,125,227
244,364,200,642
190,87,150,472
347,156,115,218
339,335,295,646
316,26,268,231
352,517,429,683
450,69,380,276
204,166,104,148
281,197,166,243
462,348,282,332
222,195,134,342
242,69,73,69
245,206,178,257
198,231,202,135
340,271,238,258
289,263,156,98
277,192,68,227
244,169,96,183
245,186,182,141
185,246,97,227
296,68,23,117
255,160,36,148
464,272,381,379
503,283,429,271
185,187,10,115
409,377,282,377
109,143,99,375
223,166,83,171
220,156,95,151
274,165,155,149
207,193,100,229
324,190,85,182
272,241,86,585
339,301,225,401
419,323,267,294
248,234,173,242
433,461,363,651
458,421,391,681
411,373,366,653
417,306,311,361
261,234,204,211
311,276,334,185
162,149,451,504
278,76,225,172
298,327,222,381
228,118,169,79
476,263,458,114
135,77,269,640
387,321,239,623
384,258,170,165
363,212,229,361
426,346,272,296
326,297,333,429
281,203,163,185
478,270,443,255
226,134,143,170
429,35,385,204
282,43,206,113
446,333,294,307
122,69,26,564
85,366,216,616
287,215,123,237
348,137,337,227
186,193,65,245
488,316,499,325
244,99,176,239
357,73,350,36
524,409,335,424
316,252,269,192
326,529,412,724
130,117,205,484
199,244,169,286
307,53,308,75
188,179,99,233
254,191,150,218
373,63,358,148
338,442,308,705
262,476,358,782
223,234,215,282
383,336,280,320
209,146,79,190
300,254,195,232
405,440,309,645
436,475,440,780
39,483,474,695
381,408,301,665
191,228,157,190
396,136,256,227
397,396,394,539
160,111,30,175
141,45,362,309
373,448,335,644
271,223,139,204
237,197,191,236
464,121,457,143
405,356,471,582
216,202,98,161
145,181,56,267
248,230,145,199
228,75,236,168
243,167,169,71
343,267,155,258
204,186,107,143
248,200,141,230
292,225,203,259
241,187,197,245
361,310,256,342
211,177,150,152
371,458,359,663
344,236,238,202
266,101,201,149
237,170,139,267
289,200,127,242
55,91,49,107
276,34,326,112
251,129,143,213
258,134,111,171
329,115,82,81
279,166,183,251
279,257,255,224
280,242,170,260
443,354,294,365
284,181,167,198
376,570,438,678
525,478,588,610
120,151,164,155
290,244,199,327
314,265,141,270
310,107,299,234
256,184,181,171
267,72,268,204
288,126,92,227
262,224,70,63
320,277,205,283
188,155,19,124
274,232,112,241
235,158,144,145
342,99,206,135
494,481,455,677
167,86,99,460
375,296,241,381
475,417,406,663
262,232,179,242
265,247,199,281
198,157,113,80
45,66,6,501
309,247,220,279
250,235,165,390
270,186,92,175
190,200,86,283
322,121,42,217
352,322,255,374
210,178,176,74
380,524,423,726
345,288,139,315
221,192,110,239
307,246,173,225
395,411,381,700
443,278,345,320
270,232,168,270
309,273,175,306
265,181,220,189
268,129,75,204
111,385,380,653
287,179,251,182
266,205,125,152
292,215,96,220
227,40,217,32
235,226,16,103
453,368,365,349
203,139,149,75
329,80,197,5
263,237,287,305
281,230,187,143
121,99,508,165
236,162,160,137
171,211,156,88
182,129,56,214
57,297,296,635
321,291,211,369
341,270,163,331
277,153,220,208
175,194,126,205
217,104,122,110
341,451,354,731
274,244,72,417
273,197,169,2
395,225,260,255
243,163,155,272
250,143,136,175
93,65,331,430
141,411,364,631
247,187,170,220
211,80,47,135
244,190,171,209
446,561,443,825
89,97,118,480
133,109,107,141
435,451,356,678
437,494,370,778
193,161,137,165
262,114,134,235
316,301,218,312
192,162,160,152
406,294,245,305
162,158,156,163
379,6,293,148
245,173,130,208
258,149,96,146
134,443,334,634
126,89,32,223
239,223,75,326
248,230,126,232
209,141,128,117
228,439,326,699
302,257,212,251
348,280,254,342
298,179,200,144
269,120,266,203
134,108,66,122
245,160,158,315
322,485,370,703
254,91,126,215
393,536,478,680
256,190,76,171
366,291,211,323
112,171,46,548
451,218,393,179
344,276,138,317
192,35,33,352
439,335,281,647
240,90,107,86
375,479,354,778
268,217,170,200
230,199,47,495
253,133,68,274
201,149,167,164
216,86,114,224
134,140,413,263
389,440,357,689
376,474,310,715
299,220,167,112
143,72,97,6
403,545,387,808
379,52,267,56
254,226,208,244
197,205,79,91
428,322,321,300
354,193,191,205
345,285,244,315
236,217,122,196
227,202,68,230
100,38,3,172
344,247,150,187
282,274,185,266
79,105,11,339
128,406,296,671
325,142,25,160
272,224,142,244
135,17,84,178
243,188,195,149
126,301,222,628
168,194,23,316
311,260,213,308
420,467,400,780
411,468,350,633
268,228,175,235
370,126,264,468
243,127,103,226
354,466,358,666
280,163,124,141
276,232,96,217
240,152,67,198
245,395,267,626
425,336,301,359
258,217,183,171
229,156,181,102
220,209,136,194
224,233,115,218
269,197,144,201
287,204,62,192
125,65,62,606
432,48,434,184
249,193,64,121
342,374,332,641
241,155,188,179
423,496,404,797
245,187,67,194
250,217,75,184
239,213,154,46
197,109,37,236
308,169,17,177
373,284,252,332
316,243,165,233
263,177,54,89
306,454,344,750
188,157,145,75
416,209,349,212
416,179,439,529
362,39,261,458
56,128,24,420
375,101,338,74
477,520,476,677
342,257,240,220
163,86,85,296
335,422,312,619
157,178,83,308
308,240,291,182
106,70,34,33
253,199,35,271
183,182,25,229
337,280,167,687
85,72,60,548
235,156,50,153
262,216,147,242
220,170,65,225
364,25,327,203
239,174,105,227
381,293,244,270
129,77,169,182
197,156,109,153
187,96,21,393
207,226,176,354
143,128,37,410
450,85,468,134
382,172,344,181
448,200,408,264
133,83,301,627
395,459,437,715
87,33,24,651
247,245,241,277
456,404,393,599
361,509,406,723
140,129,134,419
241,148,66,169
268,115,151,173
251,233,175,326
364,284,354,284
266,358,313,732
398,280,202,248
209,358,447,463
215,212,164,186
291,160,114,199
309,172,178,222
446,265,393,276
229,91,165,133
272,160,93,209
239,198,133,150
234,113,84,195
247,59,233,55
236,126,106,175
373,270,219,273
254,152,138,213
283,238,187,259
215,173,191,245
269,209,117,217
218,75,81,122
239,190,135,2
386,122,346,196
216,177,91,194
253,203,88,133
112,392,286,653
235,181,219,187
312,233,93,248
443,399,495,356
397,114,302,47
282,214,233,176
209,137,80,139
259,90,120,208
154,342,359,699
316,247,173,283
268,212,104,253
428,352,306,363
189,137,99,121
369,267,216,318
482,413,413,450
371,343,255,357
270,167,171,255
266,190,100,230
99,50,40,671
378,310,261,291
342,296,227,368
239,160,103,180
292,210,132,258
265,171,196,218
125,24,4,244
9,205,11,195
422,356,272,383
239,181,139,147
143,87,221,534
307,223,82,177
267,230,192,241
382,371,266,336
286,145,154,101
268,240,187,244
167,278,100,618
165,512,56,109
227,190,179,188
315,263,198,266
278,69,208,190
294,105,268,198
112,109,46,155
270,213,150,206
289,163,148,163
260,158,124,141
377,273,180,289
292,110,97,166
305,81,284,151
264,154,84,131
98,110,350,129
330,277,271,311
204,178,112,124
235,158,114,157
172,341,210,628
225,103,167,271
297,220,157,122
296,273,220,347
228,123,141,194
175,141,439,433
232,141,61,190
244,94,107,146
239,224,135,205
229,223,61,110
164,199,25,126
234,188,92,129
198,141,90,180
61,84,488,187
494,291,526,216
104,93,199,620
126,143,21,488
417,371,244,405
238,227,1,148
235,184,148,204
262,274,132,206
250,97,119,176
222,177,44,33
429,466,379,763
304,204,90,129
297,203,199,271
398,440,358,680
303,235,166,214
206,134,111,157
222,141,130,208
107,134,52,401
111,264,217,691
228,136,164,162
165,10,55,172
446,358,297,395
371,319,199,406
90,433,354,682
294,536,421,683
336,225,187,77
241,245,158,89
226,234,203,351
111,78,51,53
124,387,350,707
344,507,361,763
370,330,260,261
327,60,334,44
285,60,179,150
269,200,140,152
212,283,268,720
175,132,102,203
276,177,123,226
72,88,37,439
363,322,205,285
175,246,201,621
365,266,173,259
305,171,31,145
234,192,86,218
410,515,362,723
180,109,51,494
275,207,177,183
189,91,9,457
411,24,384,180
282,110,223,201
186,244,149,674
278,162,81,97
259,183,110,123
237,147,148,264
455,352,235,385
205,166,101,67
268,212,83,541
325,270,222,280
225,195,5,130
320,228,210,294
294,228,155,225
299,266,160,399
276,503,368,732
133,162,24,463
351,280,238,332
403,300,261,299
227,115,216,166
218,259,151,403
146,87,60,162
313,228,155,227
253,255,204,217
294,190,153,153
304,182,197,231
288,186,137,140
215,156,83,126
334,292,222,307
308,512,371,749
249,186,191,154
224,148,161,225
316,85,262,209
311,209,153,233
369,327,210,319
138,37,419,179
296,263,216,235
163,51,110,258
234,236,152,67
159,212,89,643
356,300,232,255
313,182,40,188
170,205,119,212
212,157,118,129
132,5,102,161
304,215,128,219
261,472,380,661
241,191,65,218
297,180,123,229
133,202,297,473
380,334,306,365
170,369,350,576
335,222,147,219
340,291,322,362
366,242,156,318
508,371,398,389
358,271,233,269
246,217,99,403
400,386,313,362
464,13,411,79
217,193,126,221
169,116,81,553
444,379,346,339
101,458,423,689
