"cd4","cd8b","cd3","cd8","leaf.code","cluster.id","in.core"
347,230,124,132,66,2,0
174,33,106,500,5,6,0
332,178,111,145,32,1,0
329,138,249,66,67,4,0
484,342,459,348,17,7,0
460,173,423,134,9,3,0
101,342,292,679,7,5,1
129,147,306,682,5,6,0
572,410,433,611,6,8,0
232,82,301,57,9,3,0
63,51,45,228,32,1,0
242,161,177,183,66,2,0
278,6,214,39,9,3,0
216,177,169,106,66,2,0
257,176,6,185,32,1,0
246,214,57,335,32,1,0
240,165,113,187,32,1,1
177,277,236,661,7,5,0
444,110,363,203,9,3,0
279,129,156,193,32,1,0
330,254,221,197,66,2,0
247,216,176,87,66,2,0
232,211,103,221,32,1,0
184,221,169,315,32,1,0
238,121,164,181,66,2,0
283,240,99,271,32,1,0
382,290,232,292,17,7,0
361,336,311,329,17,7,0
248,214,209,332,66,2,0
154,334,241,626,7,5,1
215,174,86,181,32,1,0
357,284,207,278,17,7,0
152,83,97,382,5,6,1
171,138,61,257,32,1,0
256,199,111,127,32,1,1
142,59,136,626,5,6,0
173,92,45,154,32,1,0
140,379,263,622,7,5,1
227,185,86,219,32,1,0
171,341,140,608,7,5,1
373,384,357,568,6,8,0
274,169,166,204,66,2,0
303,111,191,231,66,2,0
205,89,7,141,32,1,0
280,158,86,135,32,1,0
260,156,77,199,32,1,0
262,165,72,167,32,1,0
463,424,355,370,17,7,0
182,503,381,663,7,5,0
279,173,216,21,66,2,0
244,172,148,143,66,2,0
194,388,382,676,7,5,1
454,511,372,719,6,8,1
329,283,164,302,17,7,0
356,441,335,618,6,8,1
395,286,262,298,17,7,0
327,112,288,189,9,3,1
284,195,74,336,32,1,0
270,230,93,224,32,1,0
255,42,189,218,9,3,0
403,15,320,168,9,3,0
543,344,466,336,17,7,0
129,100,399,97,9,3,0
337,263,173,298,66,2,0
376,274,269,282,17,7,0
242,188,146,144,66,2,0
152,161,136,227,32,1,0
341,25,304,197,9,3,0
204,172,145,234,32,1,0
352,271,205,415,17,7,0
135,130,125,227,32,1,0
244,364,200,642,6,8,0
190,87,150,472,5,6,0
347,156,115,218,66,2,0
339,335,295,646,6,8,0
316,26,268,231,9,3,0
352,517,429,683,6,8,1
450,69,380,276,9,3,0
204,166,104,148,32,1,0
281,197,166,243,66,2,0
462,348,282,332,17,7,0
222,195,134,342,32,1,0
242,69,73,69,32,1,0
245,206,178,257,67,4,0
198,231,202,135,67,4,0
340,271,238,258,66,2,0
289,263,156,98,67,4,0
277,192,68,227,32,1,0
244,169,96,183,32,1,1
245,186,182,141,67,4,0
185,246,97,227,32,1,0
296,68,23,117,32,1,0
255,160,36,148,32,1,0
464,272,381,379,17,7,0
503,283,429,271,17,7,0
185,187,10,115,32,1,0
409,377,282,377,17,7,0
109,143,99,375,32,1,0
223,166,83,171,32,1,0
220,156,95,151,32,1,0
274,165,155,149,67,4,0
207,193,100,229,32,1,0
324,190,85,182,32,1,0
272,241,86,585,5,6,0
339,301,225,401,17,7,0
419,323,267,294,17,7,0
248,234,173,242,67,4,1
433,461,363,651,6,8,1
458,421,391,681,6,8,1
411,373,366,653,6,8,0
417,306,311,361,17,7,0
261,234,204,211,67,4,0
311,276,334,185,67,4,0
162,149,451,504,7,5,0
278,76,225,172,9,3,1
298,327,222,381,66,2,0
228,118,169,79,66,2,0
476,263,458,114,17,7,0
135,77,269,640,5,6,0
387,321,239,623,6,8,0
384,258,170,165,66,2,0
363,212,229,361,66,2,0
426,346,272,296,17,7,0
326,297,333,429,17,7,0
281,203,163,185,66,2,1
478,270,443,255,17,7,0
226,134,143,170,32,1,0
429,35,385,204,9,3,0
282,43,206,113,9,3,1
446,333,294,307,17,7,0
122,69,26,564,5,6,1
85,366,216,616,7,5,1
287,215,123,237,32,1,0
348,137,337,227,9,3,1
186,193,65,245,32,1,0
488,316,499,325,17,7,0
244,99,176,239,32,1,0
357,73,350,36,9,3,0
524,409,335,424,17,7,0
316,252,269,192,67,4,0
326,529,412,724,6,8,0
130,117,205,484,5,6,0
199,244,169,286,67,4,0
307,53,308,75,9,3,0
188,179,99,233,32,1,0
254,191,150,218,66,2,1
373,63,358,148,9,3,0
338,442,308,705,6,8,1
262,476,358,782,6,8,1
223,234,215,282,66,2,0
383,336,280,320,17,7,1
209,146,79,190,32,1,0
300,254,195,232,66,2,0
405,440,309,645,6,8,1
436,475,440,780,6,8,0
39,483,474,695,7,5,0
381,408,301,665,6,8,1
191,228,157,190,67,4,0
396,136,256,227,9,3,0
397,396,394,539,6,8,0
160,111,30,175,32,1,0
141,45,362,309,9,3,0
373,448,335,644,6,8,1
271,223,139,204,32,1,0
237,197,191,236,67,4,0
464,121,457,143,9,3,0
405,356,471,582,6,8,0
216,202,98,161,32,1,0
145,181,56,267,32,1,0
248,230,145,199,67,4,0
228,75,236,168,66,2,0
243,167,169,71,66,2,0
343,267,155,258,17,7,0
204,186,107,143,32,1,0
248,200,141,230,66,2,1
292,225,203,259,66,2,0
241,187,197,245,67,4,0
361,310,256,342,17,7,1
211,177,150,152,32,1,0
371,458,359,663,6,8,1
344,236,238,202,66,2,0
266,101,201,149,67,4,0
237,170,139,267,66,2,0
289,200,127,242,32,1,0
55,91,49,107,32,1,0
276,34,326,112,9,3,0
251,129,143,213,32,1,0
258,134,111,171,32,1,0
329,115,82,81,66,2,0
279,166,183,251,66,2,0
279,257,255,224,67,4,0
280,242,170,260,32,1,0
443,354,294,365,17,7,0
284,181,167,198,66,2,0
376,570,438,678,6,8,0
525,478,588,610,6,8,0
120,151,164,155,32,1,0
290,244,199,327,66,2,0
314,265,141,270,17,7,0
310,107,299,234,9,3,0
256,184,181,171,67,4,0
267,72,268,204,9,3,1
288,126,92,227,32,1,0
262,224,70,63,32,1,0
320,277,205,283,66,2,0
188,155,19,124,32,1,0
274,232,112,241,32,1,0
235,158,144,145,66,2,0
342,99,206,135,67,4,0
494,481,455,677,6,8,1
167,86,99,460,5,6,1
375,296,241,381,17,7,0
475,417,406,663,6,8,1
262,232,179,242,67,4,1
265,247,199,281,66,2,0
198,157,113,80,32,1,0
45,66,6,501,5,6,0
309,247,220,279,66,2,0
250,235,165,390,32,1,0
270,186,92,175,32,1,0
190,200,86,283,32,1,0
322,121,42,217,32,1,0
352,322,255,374,17,7,1
210,178,176,74,66,2,0
380,524,423,726,6,8,1
345,288,139,315,17,7,0
221,192,110,239,32,1,0
307,246,173,225,66,2,0
395,411,381,700,6,8,1
443,278,345,320,17,7,0
270,232,168,270,32,1,1
309,273,175,306,66,2,0
265,181,220,189,67,4,0
268,129,75,204,32,1,0
111,385,380,653,7,5,0
287,179,251,182,67,4,0
266,205,125,152,32,1,0
292,215,96,220,32,1,0
227,40,217,32,9,3,0
235,226,16,103,32,1,0
453,368,365,349,17,7,0
203,139,149,75,66,2,0
329,80,197,5,9,3,0
263,237,287,305,66,2,0
281,230,187,143,67,4,0
121,99,508,165,9,3,0
236,162,160,137,66,2,0
171,211,156,88,66,2,0
182,129,56,214,32,1,0
57,297,296,635,7,5,0
321,291,211,369,66,2,0
341,270,163,331,66,2,0
277,153,220,208,66,2,0
175,194,126,205,32,1,0
217,104,122,110,32,1,0
341,451,354,731,6,8,1
274,244,72,417,32,1,0
273,197,169,2,66,2,0
395,225,260,255,17,7,0
243,163,155,272,66,2,0
250,143,136,175,32,1,0
93,65,331,430,5,6,0
141,411,364,631,7,5,1
247,187,170,220,66,2,0
211,80,47,135,32,1,0
244,190,171,209,66,2,0
446,561,443,825,6,8,1
89,97,118,480,5,6,0
133,109,107,141,32,1,0
435,451,356,678,6,8,1
437,494,370,778,6,8,1
193,161,137,165,32,1,0
262,114,134,235,32,1,0
316,301,218,312,66,2,0
192,162,160,152,32,1,0
406,294,245,305,17,7,0
162,158,156,163,32,1,0
379,6,293,148,9,3,0
245,173,130,208,32,1,1
258,149,96,146,32,1,0
134,443,334,634,7,5,1
126,89,32,223,32,1,0
239,223,75,326,32,1,0
248,230,126,232,32,1,0
209,141,128,117,66,2,0
228,439,326,699,6,8,1
302,257,212,251,66,2,0
348,280,254,342,17,7,0
298,179,200,144,67,4,0
269,120,266,203,9,3,1
134,108,66,122,32,1,0
245,160,158,315,66,2,0
322,485,370,703,6,8,1
254,91,126,215,32,1,0
393,536,478,680,6,8,0
256,190,76,171,32,1,0
366,291,211,323,17,7,0
112,171,46,548,5,6,0
451,218,393,179,17,7,0
344,276,138,317,17,7,0
192,35,33,352,5,6,0
439,335,281,647,6,8,0
240,90,107,86,32,1,0
375,479,354,778,6,8,1
268,217,170,200,67,4,1
230,199,47,495,5,6,0
253,133,68,274,32,1,0
201,149,167,164,32,1,0
216,86,114,224,32,1,0
134,140,413,263,9,3,0
389,440,357,689,6,8,1
376,474,310,715,6,8,1
299,220,167,112,67,4,0
143,72,97,6,32,1,0
403,545,387,808,6,8,1
379,52,267,56,9,3,1
254,226,208,244,67,4,0
197,205,79,91,32,1,0
428,322,321,300,17,7,0
354,193,191,205,66,2,0
345,285,244,315,17,7,0
236,217,122,196,32,1,0
227,202,68,230,32,1,0
100,38,3,172,32,1,0
344,247,150,187,66,2,0
282,274,185,266,67,4,0
79,105,11,339,5,6,1
128,406,296,671,7,5,1
325,142,25,160,32,1,0
272,224,142,244,32,1,1
135,17,84,178,32,1,0
243,188,195,149,67,4,0
126,301,222,628,7,5,1
168,194,23,316,32,1,0
311,260,213,308,66,2,0
420,467,400,780,6,8,1
411,468,350,633,6,8,1
268,228,175,235,67,4,1
370,126,264,468,66,2,0
243,127,103,226,32,1,0
354,466,358,666,6,8,1
280,163,124,141,32,1,0
276,232,96,217,32,1,0
240,152,67,198,32,1,0
245,395,267,626,6,8,1
425,336,301,359,17,7,0
258,217,183,171,67,4,0
229,156,181,102,66,2,0
220,209,136,194,32,1,0
224,233,115,218,32,1,0
269,197,144,201,66,2,1
287,204,62,192,32,1,0
125,65,62,606,5,6,0
432,48,434,184,9,3,0
249,193,64,121,32,1,0
342,374,332,641,6,8,1
241,155,188,179,66,2,0
423,496,404,797,6,8,1
245,187,67,194,32,1,0
250,217,75,184,32,1,0
239,213,154,46,66,2,0
197,109,37,236,32,1,0
308,169,17,177,32,1,0
373,284,252,332,17,7,0
316,243,165,233,17,7,1
263,177,54,89,32,1,0
306,454,344,750,6,8,1
188,157,145,75,66,2,0
416,209,349,212,17,7,0
416,179,439,529,17,7,0
362,39,261,458,66,2,0
56,128,24,420,5,6,0
375,101,338,74,9,3,0
477,520,476,677,6,8,1
342,257,240,220,66,2,0
163,86,85,296,32,1,0
335,422,312,619,6,8,1
157,178,83,308,32,1,0
308,240,291,182,67,4,0
106,70,34,33,32,1,0
253,199,35,271,32,1,0
183,182,25,229,32,1,0
337,280,167,687,6,8,0
85,72,60,548,5,6,1
235,156,50,153,32,1,0
262,216,147,242,32,1,1
220,170,65,225,32,1,0
364,25,327,203,9,3,0
239,174,105,227,32,1,0
381,293,244,270,17,7,1
129,77,169,182,32,1,0
197,156,109,153,32,1,0
187,96,21,393,5,6,0
207,226,176,354,32,1,0
143,128,37,410,5,6,1
450,85,468,134,9,3,0
382,172,344,181,9,3,0
448,200,408,264,17,7,0
133,83,301,627,5,6,0
395,459,437,715,6,8,1
87,33,24,651,5,6,0
247,245,241,277,66,2,0
456,404,393,599,6,8,1
361,509,406,723,6,8,1
140,129,134,419,5,6,1
241,148,66,169,32,1,0
268,115,151,173,32,1,0
251,233,175,326,32,1,0
364,284,354,284,17,7,0
266,358,313,732,6,8,0
398,280,202,248,17,7,0
209,358,447,463,7,5,0
215,212,164,186,67,4,0
291,160,114,199,32,1,0
309,172,178,222,66,2,0
446,265,393,276,17,7,0
229,91,165,133,66,2,0
272,160,93,209,32,1,0
239,198,133,150,32,1,0
234,113,84,195,32,1,0
247,59,233,55,9,3,0
236,126,106,175,32,1,0
373,270,219,273,17,7,0
254,152,138,213,32,1,0
283,238,187,259,66,2,0
215,173,191,245,67,4,0
269,209,117,217,32,1,0
218,75,81,122,32,1,0
239,190,135,2,32,1,0
386,122,346,196,9,3,1
216,177,91,194,32,1,0
253,203,88,133,32,1,0
112,392,286,653,7,5,1
235,181,219,187,67,4,0
312,233,93,248,32,1,0
443,399,495,356,17,7,0
397,114,302,47,9,3,0
282,214,233,176,67,4,0
209,137,80,139,32,1,0
259,90,120,208,32,1,0
154,342,359,699,7,5,0
316,247,173,283,17,7,1
268,212,104,253,32,1,0
428,352,306,363,17,7,0
189,137,99,121,32,1,0
369,267,216,318,17,7,0
482,413,413,450,17,7,0
371,343,255,357,17,7,0
270,167,171,255,66,2,0
266,190,100,230,32,1,0
99,50,40,671,5,6,0
378,310,261,291,17,7,1
342,296,227,368,17,7,0
239,160,103,180,32,1,1
292,210,132,258,32,1,0
265,171,196,218,66,2,0
125,24,4,244,32,1,0
9,205,11,195,32,1,0
422,356,272,383,17,7,0
239,181,139,147,66,2,0
143,87,221,534,5,6,0
307,223,82,177,32,1,0
267,230,192,241,67,4,1
382,371,266,336,17,7,0
286,145,154,101,66,2,0
268,240,187,244,67,4,1
167,278,100,618,7,5,0
165,512,56,109,67,4,0
227,190,179,188,67,4,0
315,263,198,266,32,1,0
278,69,208,190,9,3,1
294,105,268,198,9,3,1
112,109,46,155,32,1,0
270,213,150,206,32,1,1
289,163,148,163,66,2,0
260,158,124,141,32,1,0
377,273,180,289,17,7,0
292,110,97,166,32,1,0
305,81,284,151,9,3,1
264,154,84,131,32,1,0
98,110,350,129,9,3,0
330,277,271,311,66,2,0
204,178,112,124,32,1,0
235,158,114,157,32,1,0
172,341,210,628,7,5,1
225,103,167,271,66,2,0
297,220,157,122,67,4,0
296,273,220,347,66,2,0
228,123,141,194,32,1,0
175,141,439,433,9,3,0
232,141,61,190,32,1,0
244,94,107,146,32,1,0
239,224,135,205,67,4,0
229,223,61,110,32,1,0
164,199,25,126,32,1,0
234,188,92,129,32,1,0
198,141,90,180,32,1,0
61,84,488,187,9,3,0
494,291,526,216,17,7,0
104,93,199,620,5,6,0
126,143,21,488,5,6,1
417,371,244,405,17,7,0
238,227,1,148,32,1,0
235,184,148,204,32,1,0
262,274,132,206,32,1,0
250,97,119,176,32,1,0
222,177,44,33,32,1,0
429,466,379,763,6,8,1
304,204,90,129,32,1,0
297,203,199,271,66,2,0
398,440,358,680,6,8,1
303,235,166,214,66,2,0
206,134,111,157,32,1,0
222,141,130,208,32,1,0
107,134,52,401,5,6,1
111,264,217,691,7,5,0
228,136,164,162,32,1,0
165,10,55,172,32,1,0
446,358,297,395,17,7,0
371,319,199,406,17,7,0
90,433,354,682,7,5,1
294,536,421,683,6,8,0
336,225,187,77,67,4,0
241,245,158,89,32,1,0
226,234,203,351,66,2,0
111,78,51,53,32,1,0
124,387,350,707,7,5,0
344,507,361,763,6,8,1
370,330,260,261,17,7,0
327,60,334,44,9,3,0
285,60,179,150,66,2,0
269,200,140,152,32,1,0
212,283,268,720,7,5,0
175,132,102,203,32,1,0
276,177,123,226,32,1,0
72,88,37,439,5,6,1
363,322,205,285,17,7,0
175,246,201,621,7,5,0
365,266,173,259,17,7,0
305,171,31,145,32,1,0
234,192,86,218,32,1,0
410,515,362,723,6,8,1
180,109,51,494,5,6,1
275,207,177,183,67,4,1
189,91,9,457,5,6,1
411,24,384,180,9,3,0
282,110,223,201,66,2,0
186,244,149,674,7,5,0
278,162,81,97,32,1,0
259,183,110,123,32,1,0
237,147,148,264,66,2,0
455,352,235,385,17,7,0
205,166,101,67,32,1,0
268,212,83,541,5,6,0
325,270,222,280,66,2,0
225,195,5,130,32,1,0
320,228,210,294,66,2,0
294,228,155,225,17,7,1
299,266,160,399,32,1,0
276,503,368,732,6,8,1
133,162,24,463,5,6,1
351,280,238,332,17,7,0
403,300,261,299,17,7,0
227,115,216,166,66,2,0
218,259,151,403,32,1,0
146,87,60,162,32,1,0
313,228,155,227,66,2,1
253,255,204,217,67,4,0
294,190,153,153,66,2,0
304,182,197,231,66,2,0
288,186,137,140,67,4,0
215,156,83,126,32,1,0
334,292,222,307,66,2,0
308,512,371,749,6,8,1
249,186,191,154,67,4,0
224,148,161,225,66,2,0
316,85,262,209,9,3,1
311,209,153,233,66,2,0
369,327,210,319,17,7,0
138,37,419,179,9,3,0
296,263,216,235,67,4,0
163,51,110,258,32,1,0
234,236,152,67,32,1,0
159,212,89,643,5,6,0
356,300,232,255,66,2,0
313,182,40,188,32,1,0
170,205,119,212,32,1,0
212,157,118,129,32,1,0
132,5,102,161,32,1,0
304,215,128,219,66,2,0
261,472,380,661,6,8,1
241,191,65,218,32,1,0
297,180,123,229,66,2,0
133,202,297,473,7,5,0
380,334,306,365,17,7,0
170,369,350,576,7,5,0
335,222,147,219,66,2,0
340,291,322,362,17,7,0
366,242,156,318,66,2,0
508,371,398,389,17,7,0
358,271,233,269,17,7,1
246,217,99,403,32,1,0
400,386,313,362,17,7,0
464,13,411,79,9,3,0
217,193,126,221,32,1,1
169,116,81,553,5,6,1
444,379,346,339,17,7,0
101,458,423,689,7,5,0
321,229,233,206,66,2,0
269,72,182,82,9,3,1
355,405,294,792,6,8,0
229,138,181,150,66,2,0
333,294,256,297,66,2,0
257,235,185,221,67,4,1
363,346,270,308,17,7,0
339,352,297,605,6,8,1
343,211,210,231,66,2,0
265,211,179,161,67,4,0
345,270,233,315,66,2,0
241,65,193,166,9,3,0
352,9,358,201,9,3,0
180,165,175,144,32,1,0
301,135,103,232,32,1,0
298,251,158,29,32,1,0
358,480,364,691,6,8,1
469,280,375,266,17,7,0
158,59,75,165,32,1,0
214,193,115,270,32,1,0
413,290,226,312,17,7,0
379,315,241,293,17,7,1
119,86,370,420,5,6,0
291,39,220,79,9,3,0
173,48,23,90,32,1,0
429,57,393,193,9,3,0
345,241,304,246,66,2,0
256,238,475,268,9,3,0
301,218,93,228,32,1,0
268,220,195,46,66,2,0
218,208,85,217,32,1,0
240,195,103,117,32,1,1
123,99,118,562,5,6,0
184,227,136,225,32,1,0
310,365,245,569,6,8,0
275,180,154,187,66,2,1
114,59,75,379,5,6,1
226,146,137,207,32,1,0
319,303,182,608,6,8,0
289,280,211,273,67,4,0
275,140,132,226,32,1,0
326,269,204,304,66,2,0
326,286,194,287,17,7,1
204,443,364,710,6,8,0
171,340,300,665,7,5,0
495,384,408,671,6,8,0
291,130,109,173,66,2,0
145,116,30,418,5,6,1
247,108,90,128,32,1,0
139,130,58,523,5,6,1
537,165,453,121,9,3,0
224,145,174,204,66,2,0
334,190,113,221,66,2,0
427,374,378,335,17,7,0
251,260,170,237,67,4,0
243,206,83,184,32,1,0
328,333,381,651,6,8,0
461,460,433,657,6,8,1
331,342,280,348,17,7,0
319,167,172,237,66,2,0
373,146,256,113,9,3,0
220,179,98,168,32,1,1
392,304,199,286,17,7,0
287,179,139,183,66,2,1
376,319,264,314,17,7,1
355,259,184,247,17,7,0
478,394,301,404,17,7,0
317,449,346,665,6,8,1
112,18,205,472,5,6,0
187,105,82,170,32,1,0
277,227,161,193,67,4,0
340,250,228,252,66,2,0
415,323,331,302,17,7,0
275,267,212,291,66,2,0
309,205,140,258,32,1,0
334,282,272,343,66,2,0
227,169,100,135,32,1,0
252,140,96,230,32,1,0
338,283,230,289,66,2,0
332,341,251,365,17,7,0
109,323,307,634,7,5,0
248,117,120,230,32,1,0
121,94,148,136,32,1,0
148,122,163,399,5,6,1
266,245,142,260,32,1,0
290,155,40,97,32,1,0
334,170,271,101,9,3,0
289,421,310,663,6,8,1
103,102,72,241,32,1,0
294,171,177,192,66,2,0
384,263,172,292,66,2,0
349,206,194,7,66,2,0
207,216,98,138,32,1,0
299,216,125,279,32,1,0
380,348,240,455,17,7,0
270,181,67,200,32,1,0
123,452,274,706,7,5,1
111,203,429,555,7,5,0
304,216,202,153,66,2,0
252,219,140,568,5,6,0
188,161,148,244,32,1,0
232,176,106,192,32,1,1
240,210,135,244,66,2,0
16,96,131,53,32,1,0
250,167,87,250,32,1,0
226,232,19,68,32,1,0
357,284,218,274,17,7,1
394,445,402,628,6,8,1
250,147,151,106,66,2,0
267,167,129,210,32,1,1
239,219,39,205,32,1,0
375,485,427,772,6,8,1
236,224,105,240,32,1,0
323,71,251,154,9,3,1
136,162,72,549,5,6,1
425,311,314,395,17,7,0
200,133,110,165,32,1,0
464,259,442,270,17,7,0
241,33,198,98,9,3,0
393,159,356,187,9,3,0
47,303,419,659,7,5,0
225,192,152,247,32,1,0
161,143,94,161,32,1,0
170,142,90,586,5,6,1
118,51,538,57,9,3,0
261,184,158,183,67,4,1
202,217,171,225,67,4,0
125,140,18,461,5,6,1
393,125,307,149,9,3,1
167,131,104,272,32,1,0
277,73,278,33,9,3,0
288,241,233,298,66,2,0
236,133,95,182,32,1,0
226,173,106,198,32,1,1
147,189,73,152,32,1,0
493,381,458,403,17,7,0
537,404,473,406,17,7,0
254,188,202,244,66,2,0
192,146,109,316,32,1,0
110,67,28,426,5,6,1
65,101,75,39,32,1,0
211,412,253,631,6,8,0
438,492,377,742,6,8,1
412,386,268,369,17,7,0
191,140,93,239,32,1,0
242,180,12,217,32,1,0
422,325,284,399,17,7,0
314,282,261,322,66,2,0
453,158,244,100,9,3,0
246,258,103,269,32,1,0
495,365,446,347,17,7,0
456,123,380,212,9,3,0
144,457,344,696,7,5,1
164,196,96,190,32,1,0
185,104,146,73,66,2,0
125,435,294,709,7,5,1
152,320,293,567,7,5,0
110,33,48,473,5,6,1
334,230,187,302,17,7,0
323,279,343,717,6,8,0
374,305,209,318,17,7,0
271,188,130,290,32,1,0
276,165,202,49,66,2,0
168,192,148,220,32,1,0
205,184,40,157,32,1,0
280,211,129,180,66,2,0
390,318,282,400,17,7,0
359,250,194,225,66,2,0
446,253,303,276,17,7,0
222,221,93,140,32,1,0
425,219,280,247,17,7,0
378,303,154,338,66,2,0
410,349,286,388,17,7,0
159,126,100,195,32,1,0
281,184,78,203,32,1,0
326,69,263,130,9,3,1
186,101,97,118,32,1,0
65,305,203,622,7,5,1
172,82,66,138,32,1,0
327,243,176,242,17,7,1
280,127,179,243,66,2,0
252,256,151,294,32,1,0
263,270,231,303,66,2,0
252,190,73,74,32,1,0
450,446,382,690,6,8,1
230,90,186,104,66,2,0
245,214,190,140,67,4,0
152,133,115,198,32,1,0
473,257,428,267,17,7,0
253,64,220,202,9,3,1
268,185,141,247,32,1,0
219,190,176,68,66,2,0
267,210,137,214,32,1,1
153,178,62,164,32,1,0
115,116,121,172,32,1,0
178,144,28,463,5,6,1
489,564,455,770,6,8,0
286,174,128,126,32,1,0
348,239,165,197,66,2,0
403,302,161,296,17,7,0
201,107,122,195,32,1,0
213,214,147,106,32,1,0
324,219,162,221,66,2,0
252,162,121,77,66,2,0
173,127,92,184,32,1,0
443,48,345,173,9,3,0
297,83,214,47,9,3,1
366,296,270,332,17,7,0
447,328,296,341,17,7,0
276,7,260,152,9,3,0
292,219,189,123,67,4,0
291,218,19,209,32,1,0
247,119,41,194,32,1,0
528,435,423,329,17,7,0
154,127,149,404,5,6,1
526,327,421,286,17,7,0
373,284,166,221,66,2,0
96,25,92,50,32,1,0
236,191,118,266,32,1,0
272,176,152,225,66,2,0
118,64,57,159,32,1,0
207,155,96,210,32,1,0
107,300,229,663,7,5,1
169,454,299,674,7,5,1
151,428,413,688,7,5,0
119,36,66,269,32,1,0
168,75,83,430,5,6,1
443,139,308,122,9,3,0
275,255,305,98,67,4,0
300,16,186,102,9,3,0
245,35,112,150,32,1,0
272,203,139,160,66,2,0
367,504,369,745,6,8,1
270,207,152,185,67,4,1
66,480,368,662,7,5,0
94,8,101,239,32,1,0
547,525,608,743,6,8,0
218,146,136,177,32,1,0
571,587,536,677,6,8,0
35,94,314,48,66,2,0
284,205,219,166,67,4,0
243,254,78,382,32,1,0
384,316,264,320,17,7,1
175,104,16,215,32,1,0
156,123,77,226,32,1,0
349,94,301,264,9,3,0
248,192,162,152,67,4,0
374,79,326,159,9,3,1
247,180,109,161,32,1,1
277,162,159,137,67,4,0
225,189,146,125,66,2,0
294,206,100,178,32,1,0
272,137,322,211,9,3,0
262,239,189,213,67,4,1
330,267,188,263,17,7,1
271,230,161,267,32,1,1
300,201,167,178,66,2,1
389,318,327,469,17,7,0
216,141,208,183,66,2,0
387,224,264,279,17,7,0
385,97,234,138,9,3,0
223,107,117,227,32,1,0
235,167,94,115,32,1,0
270,166,101,82,66,2,0
377,288,220,301,17,7,0
241,242,123,217,32,1,0
326,194,143,157,66,2,0
260,205,104,233,32,1,0
400,107,402,131,9,3,0
262,181,159,263,66,2,0
401,161,392,144,9,3,0
248,183,163,132,67,4,0
316,273,344,452,17,7,0
290,227,100,134,32,1,0
335,457,492,616,6,8,0
453,184,465,193,17,7,0
281,152,183,69,66,2,0
452,368,270,346,17,7,0
234,185,158,165,32,1,0
448,240,421,220,17,7,0
336,317,265,316,17,7,0
191,156,82,348,32,1,0
316,223,334,231,66,2,0
140,12,44,395,5,6,0
407,331,293,365,17,7,1
263,221,184,137,67,4,0
257,305,142,585,7,5,0
237,178,50,174,32,1,0
137,109,80,210,32,1,0
106,390,261,759,7,5,1
238,166,98,189,32,1,1
377,109,286,111,9,3,1
181,138,14,617,5,6,0
545,516,426,707,6,8,0
289,163,260,211,66,2,0
334,309,257,333,66,2,0
259,190,187,494,32,1,0
275,164,120,194,32,1,0
441,167,375,253,9,3,0
206,214,131,174,32,1,0
289,380,315,685,6,8,1
228,163,147,201,32,1,0
277,151,178,204,66,2,0
260,223,114,177,32,1,0
383,336,386,522,17,7,0
287,188,107,239,32,1,0
334,173,225,286,66,2,0
190,86,103,202,32,1,0
151,77,58,481,5,6,1
153,155,75,182,32,1,0
293,272,201,255,67,4,0
153,171,65,31,32,1,0
343,14,378,224,9,3,0
217,247,147,239,67,4,0
381,260,228,301,17,7,0
267,161,139,230,32,1,0
402,442,355,652,6,8,1
299,297,246,282,67,4,0
114,89,53,564,5,6,1
256,201,103,196,32,1,1
232,281,130,196,67,4,0
204,166,164,211,32,1,0
177,108,122,337,32,1,0
110,186,82,145,32,1,0
242,128,86,165,32,1,0
202,242,176,56,32,1,0
258,106,335,147,9,3,0
198,211,140,228,32,1,0
229,208,130,229,32,1,1
471,233,394,297,17,7,0
290,231,65,130,32,1,0
207,216,128,280,32,1,0
425,359,302,355,17,7,0
199,402,350,632,7,5,1
254,190,106,3,32,1,0
412,350,234,268,17,7,0
195,143,147,648,5,6,0
226,55,235,135,9,3,0
304,187,167,123,67,4,0
411,18,301,239,9,3,0
310,194,210,203,66,2,0
268,245,204,306,66,2,0
223,346,177,608,7,5,0
210,183,172,187,67,4,0
296,214,124,161,66,2,0
123,57,58,195,32,1,0
210,170,84,206,32,1,0
225,145,50,105,32,1,0
273,185,80,57,32,1,0
350,266,163,214,17,7,0
285,20,288,149,9,3,0
436,529,424,784,6,8,1
295,174,42,233,32,1,0
377,4,143,164,66,2,0
255,466,305,759,6,8,0
400,514,386,765,6,8,1
303,234,112,296,32,1,0
539,163,449,246,17,7,0
403,294,249,276,17,7,0
250,160,113,223,32,1,1
260,106,155,138,66,2,0
516,392,446,434,17,7,0
310,253,173,267,32,1,0
408,320,242,286,17,7,0
295,470,375,678,6,8,1
219,173,176,172,67,4,0
256,221,181,232,67,4,1
335,272,156,285,17,7,0
291,226,204,207,67,4,0
182,160,159,261,32,1,0
258,202,167,124,67,4,0
273,456,285,662,6,8,1
204,140,58,142,32,1,0
98,355,242,591,7,5,1
446,323,300,288,17,7,0
186,378,256,615,7,5,0
190,339,301,606,7,5,0
253,198,135,150,32,1,0
266,120,283,187,9,3,1
125,145,39,440,5,6,0
390,255,203,217,66,2,0
468,490,375,670,6,8,1
277,200,159,212,66,2,1
323,197,240,233,66,2,0
388,279,248,225,17,7,0
219,225,265,673,7,5,0
138,53,3,138,32,1,0
232,174,188,351,66,2,0
239,189,130,37,32,1,0
